fecha,prediccion_demanda,llave
2024-07-01,0.0,248BH4PZ6T04
2024-07-08,21.0,248BH4PZ6T04
2024-07-15,45.0,248BH4PZ6T04
2024-07-22,0.0,248BH4PZ6T04
2024-07-29,0.0,248BH4PZ6T04
2024-08-05,0.0,248BH4PZ6T04
2024-08-12,11.0,248BH4PZ6T04
2024-08-19,45.0,248BH4PZ6T04
2024-08-26,5.0,248BH4PZ6T04
2024-09-02,0.0,248BH4PZ6T04
2024-09-09,0.0,248BH4PZ6T04
2024-09-16,3.0,248BH4PZ6T04
2024-09-23,50.0,248BH4PZ6T04
2024-09-30,17.0,248BH4PZ6T04
2024-10-07,0.0,248BH4PZ6T04
2024-10-14,0.0,248BH4PZ6T04
2024-10-21,0.0,248BH4PZ6T04
2024-10-28,59.0,248BH4PZ6T04
2024-11-04,41.0,248BH4PZ6T04
2024-11-11,0.0,248BH4PZ6T04
2024-11-18,0.0,248BH4PZ6T04
2024-11-25,0.0,248BH4PZ6T04
2024-12-02,67.0,248BH4PZ6T04
2024-12-09,106.0,248BH4PZ6T04
2024-12-16,11.0,248BH4PZ6T04
2024-12-23,0.0,248BH4PZ6T04
2024-12-30,0.0,248BH4PZ6T04
2024-01-01,47.0,248BH7PM9T10
2024-01-08,47.0,248BH7PM9T10
2024-01-15,48.0,248BH7PM9T10
2024-01-22,48.0,248BH7PM9T10
2024-01-29,48.0,248BH7PM9T10
2024-02-05,48.0,248BH7PM9T10
2024-02-12,48.0,248BH7PM9T10
2024-02-19,48.0,248BH7PM9T10
2024-02-26,48.0,248BH7PM9T10
2024-03-04,49.0,248BH7PM9T10
2024-03-11,49.0,248BH7PM9T10
2024-03-18,49.0,248BH7PM9T10
2024-03-25,49.0,248BH7PM9T10
2024-04-01,49.0,248BH7PM9T10
2024-04-08,49.0,248BH7PM9T10
2024-04-15,50.0,248BH7PM9T10
2024-04-22,50.0,248BH7PM9T10
2024-04-29,50.0,248BH7PM9T10
2024-05-06,50.0,248BH7PM9T10
2024-05-13,50.0,248BH7PM9T10
2024-05-20,50.0,248BH7PM9T10
2024-05-27,50.0,248BH7PM9T10
2024-06-03,51.0,248BH7PM9T10
2024-06-10,51.0,248BH7PM9T10
2024-06-17,51.0,248BH7PM9T10
2024-06-24,51.0,248BH7PM9T10
2024-07-01,51.0,248BH7PM9T10
2024-07-08,51.0,248BH7PM9T10
2024-07-15,51.0,248BH7PM9T10
2024-07-22,52.0,248BH7PM9T10
2024-07-29,52.0,248BH7PM9T10
2024-08-05,52.0,248BH7PM9T10
2024-08-12,52.0,248BH7PM9T10
2024-08-19,52.0,248BH7PM9T10
2024-08-26,52.0,248BH7PM9T10
2024-09-02,53.0,248BH7PM9T10
2024-09-09,53.0,248BH7PM9T10
2024-09-16,53.0,248BH7PM9T10
2024-09-23,53.0,248BH7PM9T10
2024-09-30,53.0,248BH7PM9T10
2024-10-07,53.0,248BH7PM9T10
2024-10-14,53.0,248BH7PM9T10
2024-10-21,54.0,248BH7PM9T10
2024-10-28,54.0,248BH7PM9T10
2024-11-04,54.0,248BH7PM9T10
2024-11-11,54.0,248BH7PM9T10
2024-11-18,54.0,248BH7PM9T10
2024-11-25,54.0,248BH7PM9T10
2024-12-02,54.0,248BH7PM9T10
2024-12-09,55.0,248BH7PM9T10
2024-12-16,55.0,248BH7PM9T10
2024-12-23,55.0,248BH7PM9T10
2024-12-30,55.0,248BH7PM9T10
2024-01-01,5.0,280310472BH7216
2024-01-08,2.0,280310472BH7216
2024-01-15,0.0,280310472BH7216
2024-01-22,0.0,280310472BH7216
2024-01-29,0.0,280310472BH7216
2024-02-05,2.0,280310472BH7216
2024-02-12,2.0,280310472BH7216
2024-02-19,0.0,280310472BH7216
2024-02-26,0.0,280310472BH7216
2024-03-04,0.0,280310472BH7216
2024-03-11,0.0,280310472BH7216
2024-03-18,0.0,280310472BH7216
2024-03-25,0.0,280310472BH7216
2024-04-01,0.0,280310472BH7216
2024-04-08,0.0,280310472BH7216
2024-04-15,0.0,280310472BH7216
2024-04-22,0.0,280310472BH7216
2024-04-29,0.0,280310472BH7216
2024-05-06,0.0,280310472BH7216
2024-05-13,0.0,280310472BH7216
2024-05-20,0.0,280310472BH7216
2024-05-27,0.0,280310472BH7216
2024-06-03,0.0,280310472BH7216
2024-06-10,0.0,280310472BH7216
2024-06-17,0.0,280310472BH7216
2024-06-24,0.0,280310472BH7216
2024-07-01,0.0,280310472BH7216
2024-07-08,2.0,280310472BH7216
2024-07-15,2.0,280310472BH7216
2024-07-22,2.0,280310472BH7216
2024-07-29,0.0,280310472BH7216
2024-08-05,0.0,280310472BH7216
2024-08-12,0.0,280310472BH7216
2024-08-19,0.0,280310472BH7216
2024-08-26,0.0,280310472BH7216
2024-09-02,0.0,280310472BH7216
2024-09-09,0.0,280310472BH7216
2024-09-16,0.0,280310472BH7216
2024-09-23,0.0,280310472BH7216
2024-09-30,0.0,280310472BH7216
2024-10-07,0.0,280310472BH7216
2024-10-14,0.0,280310472BH7216
2024-10-21,0.0,280310472BH7216
2024-10-28,0.0,280310472BH7216
2024-11-04,0.0,280310472BH7216
2024-11-11,0.0,280310472BH7216
2024-11-18,0.0,280310472BH7216
2024-11-25,0.0,280310472BH7216
2024-12-02,0.0,280310472BH7216
2024-12-09,0.0,280310472BH7216
2024-12-16,3.0,280310472BH7216
2024-12-23,5.0,280310472BH7216
2024-12-30,5.0,280310472BH7216
2024-01-01,0.0,248AI6PO6TL
2024-01-08,3.0,248AI6PO6TL
2024-01-15,5.0,248AI6PO6TL
2024-01-22,3.0,248AI6PO6TL
2024-01-29,3.0,248AI6PO6TL
2024-02-05,5.0,248AI6PO6TL
2024-02-12,5.0,248AI6PO6TL
2024-02-19,2.0,248AI6PO6TL
2024-02-26,2.0,248AI6PO6TL
2024-03-04,3.0,248AI6PO6TL
2024-03-11,2.0,248AI6PO6TL
2024-03-18,0.0,248AI6PO6TL
2024-03-25,8.0,248AI6PO6TL
2024-04-01,27.0,248AI6PO6TL
2024-04-08,47.0,248AI6PO6TL
2024-04-15,45.0,248AI6PO6TL
2024-04-22,16.0,248AI6PO6TL
2024-04-29,0.0,248AI6PO6TL
2024-05-06,0.0,248AI6PO6TL
2024-05-13,0.0,248AI6PO6TL
2024-05-20,20.0,248AI6PO6TL
2024-05-27,31.0,248AI6PO6TL
2024-06-03,15.0,248AI6PO6TL
2024-06-10,0.0,248AI6PO6TL
2024-06-17,0.0,248AI6PO6TL
2024-06-24,4.0,248AI6PO6TL
2024-07-01,12.0,248AI6PO6TL
2024-07-08,4.0,248AI6PO6TL
2024-07-15,0.0,248AI6PO6TL
2024-07-22,0.0,248AI6PO6TL
2024-07-29,0.0,248AI6PO6TL
2024-08-05,6.0,248AI6PO6TL
2024-08-12,0.0,248AI6PO6TL
2024-08-19,0.0,248AI6PO6TL
2024-08-26,0.0,248AI6PO6TL
2024-09-02,0.0,248AI6PO6TL
2024-09-09,3.0,248AI6PO6TL
2024-09-16,0.0,248AI6PO6TL
2024-09-23,0.0,248AI6PO6TL
2024-09-30,0.0,248AI6PO6TL
2024-10-07,0.0,248AI6PO6TL
2024-10-14,21.0,248AI6PO6TL
2024-10-21,24.0,248AI6PO6TL
2024-10-28,0.0,248AI6PO6TL
2024-11-04,0.0,248AI6PO6TL
2024-11-11,0.0,248AI6PO6TL
2024-11-18,8.0,248AI6PO6TL
2024-11-25,30.0,248AI6PO6TL
2024-12-02,23.0,248AI6PO6TL
2024-12-09,0.0,248AI6PO6TL
2024-12-16,0.0,248AI6PO6TL
2024-12-23,0.0,248AI6PO6TL
2024-12-30,0.0,248AI6PO6TL
2024-01-01,0.0,248AI6PO6T08
2024-01-08,0.0,248AI6PO6T08
2024-01-15,0.0,248AI6PO6T08
2024-01-22,0.0,248AI6PO6T08
2024-01-29,2.0,248AI6PO6T08
2024-02-05,4.0,248AI6PO6T08
2024-02-12,0.0,248AI6PO6T08
2024-02-19,0.0,248AI6PO6T08
2024-02-26,0.0,248AI6PO6T08
2024-03-04,0.0,248AI6PO6T08
2024-03-11,0.0,248AI6PO6T08
2024-03-18,0.0,248AI6PO6T08
2024-03-25,0.0,248AI6PO6T08
2024-04-01,0.0,248AI6PO6T08
2024-04-08,0.0,248AI6PO6T08
2024-04-15,0.0,248AI6PO6T08
2024-04-22,0.0,248AI6PO6T08
2024-04-29,3.0,248AI6PO6T08
2024-05-06,6.0,248AI6PO6T08
2024-05-13,0.0,248AI6PO6T08
2024-05-20,0.0,248AI6PO6T08
2024-05-27,0.0,248AI6PO6T08
2024-06-03,0.0,248AI6PO6T08
2024-06-10,0.0,248AI6PO6T08
2024-06-17,0.0,248AI6PO6T08
2024-06-24,11.0,248AI6PO6T08
2024-07-01,62.0,248AI6PO6T08
2024-07-08,103.0,248AI6PO6T08
2024-07-15,64.0,248AI6PO6T08
2024-07-22,0.0,248AI6PO6T08
2024-07-29,0.0,248AI6PO6T08
2024-08-05,0.0,248AI6PO6T08
2024-08-12,0.0,248AI6PO6T08
2024-08-19,73.0,248AI6PO6T08
2024-08-26,160.0,248AI6PO6T08
2024-09-02,41.0,248AI6PO6T08
2024-09-09,0.0,248AI6PO6T08
2024-09-16,0.0,248AI6PO6T08
2024-09-23,0.0,248AI6PO6T08
2024-09-30,99.0,248AI6PO6T08
2024-10-07,162.0,248AI6PO6T08
2024-10-14,4.0,248AI6PO6T08
2024-10-21,0.0,248AI6PO6T08
2024-10-28,0.0,248AI6PO6T08
2024-11-04,0.0,248AI6PO6T08
2024-11-11,163.0,248AI6PO6T08
2024-11-18,239.0,248AI6PO6T08
2024-11-25,53.0,248AI6PO6T08
2024-12-02,0.0,248AI6PO6T08
2024-12-09,0.0,248AI6PO6T08
2024-12-16,0.0,248AI6PO6T08
2024-12-23,0.0,248AI6PO6T08
2024-12-30,0.0,248AI6PO6T08
2024-01-01,5.0,251390434BX9340
2024-01-08,5.0,251390434BX9340
2024-01-15,5.0,251390434BX9340
2024-01-22,5.0,251390434BX9340
2024-01-29,5.0,251390434BX9340
2024-02-05,5.0,251390434BX9340
2024-02-12,6.0,251390434BX9340
2024-02-19,6.0,251390434BX9340
2024-02-26,6.0,251390434BX9340
2024-03-04,6.0,251390434BX9340
2024-03-11,6.0,251390434BX9340
2024-03-18,6.0,251390434BX9340
2024-03-25,6.0,251390434BX9340
2024-04-01,6.0,251390434BX9340
2024-04-08,6.0,251390434BX9340
2024-04-15,6.0,251390434BX9340
2024-04-22,6.0,251390434BX9340
2024-04-29,6.0,251390434BX9340
2024-05-06,7.0,251390434BX9340
2024-05-13,7.0,251390434BX9340
2024-05-20,7.0,251390434BX9340
2024-05-27,7.0,251390434BX9340
2024-06-03,7.0,251390434BX9340
2024-06-10,7.0,251390434BX9340
2024-06-17,7.0,251390434BX9340
2024-06-24,7.0,251390434BX9340
2024-07-01,7.0,251390434BX9340
2024-07-08,7.0,251390434BX9340
2024-07-15,7.0,251390434BX9340
2024-07-22,8.0,251390434BX9340
2024-07-29,8.0,251390434BX9340
2024-08-05,8.0,251390434BX9340
2024-08-12,8.0,251390434BX9340
2024-08-19,8.0,251390434BX9340
2024-08-26,8.0,251390434BX9340
2024-09-02,8.0,251390434BX9340
2024-09-09,8.0,251390434BX9340
2024-09-16,8.0,251390434BX9340
2024-09-23,8.0,251390434BX9340
2024-09-30,8.0,251390434BX9340
2024-10-07,8.0,251390434BX9340
2024-10-14,9.0,251390434BX9340
2024-10-21,9.0,251390434BX9340
2024-10-28,9.0,251390434BX9340
2024-11-04,9.0,251390434BX9340
2024-11-11,9.0,251390434BX9340
2024-11-18,9.0,251390434BX9340
2024-11-25,9.0,251390434BX9340
2024-12-02,9.0,251390434BX9340
2024-12-09,9.0,251390434BX9340
2024-12-16,9.0,251390434BX9340
2024-12-23,9.0,251390434BX9340
2024-12-30,9.0,251390434BX9340
2024-01-01,0.0,248BH7PJ8T16
2024-01-08,0.0,248BH7PJ8T16
2024-01-15,17.0,248BH7PJ8T16
2024-01-22,50.0,248BH7PJ8T16
2024-01-29,70.0,248BH7PJ8T16
2024-02-05,61.0,248BH7PJ8T16
2024-02-12,31.0,248BH7PJ8T16
2024-02-19,3.0,248BH7PJ8T16
2024-02-26,0.0,248BH7PJ8T16
2024-03-04,0.0,248BH7PJ8T16
2024-03-11,3.0,248BH7PJ8T16
2024-03-18,0.0,248BH7PJ8T16
2024-03-25,0.0,248BH7PJ8T16
2024-04-01,0.0,248BH7PJ8T16
2024-04-08,0.0,248BH7PJ8T16
2024-04-15,0.0,248BH7PJ8T16
2024-04-22,0.0,248BH7PJ8T16
2024-04-29,0.0,248BH7PJ8T16
2024-05-06,0.0,248BH7PJ8T16
2024-05-13,0.0,248BH7PJ8T16
2024-05-20,0.0,248BH7PJ8T16
2024-05-27,0.0,248BH7PJ8T16
2024-06-03,0.0,248BH7PJ8T16
2024-06-10,0.0,248BH7PJ8T16
2024-06-17,0.0,248BH7PJ8T16
2024-06-24,0.0,248BH7PJ8T16
2024-07-01,0.0,248BH7PJ8T16
2024-07-08,0.0,248BH7PJ8T16
2024-07-15,0.0,248BH7PJ8T16
2024-07-22,0.0,248BH7PJ8T16
2024-07-29,0.0,248BH7PJ8T16
2024-08-05,0.0,248BH7PJ8T16
2024-08-12,0.0,248BH7PJ8T16
2024-08-19,17.0,248BH7PJ8T16
2024-08-26,35.0,248BH7PJ8T16
2024-09-02,42.0,248BH7PJ8T16
2024-09-09,29.0,248BH7PJ8T16
2024-09-16,6.0,248BH7PJ8T16
2024-09-23,0.0,248BH7PJ8T16
2024-09-30,0.0,248BH7PJ8T16
2024-10-07,0.0,248BH7PJ8T16
2024-10-14,0.0,248BH7PJ8T16
2024-10-21,0.0,248BH7PJ8T16
2024-10-28,0.0,248BH7PJ8T16
2024-11-04,0.0,248BH7PJ8T16
2024-11-11,0.0,248BH7PJ8T16
2024-11-18,0.0,248BH7PJ8T16
2024-11-25,0.0,248BH7PJ8T16
2024-12-02,0.0,248BH7PJ8T16
2024-12-09,0.0,248BH7PJ8T16
2024-12-16,0.0,248BH7PJ8T16
2024-12-23,0.0,248BH7PJ8T16
2024-12-30,0.0,248BH7PJ8T16
2024-01-01,0.0,240AC4OB1
2024-01-08,0.0,240AC4OB1
2024-01-15,45.0,240AC4OB1
2024-01-22,0.0,240AC4OB1
2024-01-29,0.0,240AC4OB1
2024-02-05,0.0,240AC4OB1
2024-02-12,0.0,240AC4OB1
2024-02-19,379.0,240AC4OB1
2024-02-26,617.0,240AC4OB1
2024-03-04,525.0,240AC4OB1
2024-03-11,204.0,240AC4OB1
2024-03-18,0.0,240AC4OB1
2024-03-25,0.0,240AC4OB1
2024-04-01,32.0,240AC4OB1
2024-04-08,201.0,240AC4OB1
2024-04-15,283.0,240AC4OB1
2024-04-22,299.0,240AC4OB1
2024-04-29,310.0,240AC4OB1
2024-05-06,316.0,240AC4OB1
2024-05-13,270.0,240AC4OB1
2024-05-20,161.0,240AC4OB1
2024-05-27,48.0,240AC4OB1
2024-06-03,0.0,240AC4OB1
2024-06-10,0.0,240AC4OB1
2024-06-17,0.0,240AC4OB1
2024-06-24,0.0,240AC4OB1
2024-07-01,0.0,240AC4OB1
2024-07-08,0.0,240AC4OB1
2024-07-15,0.0,240AC4OB1
2024-07-22,0.0,240AC4OB1
2024-07-29,0.0,240AC4OB1
2024-08-05,0.0,240AC4OB1
2024-08-12,0.0,240AC4OB1
2024-08-19,0.0,240AC4OB1
2024-08-26,0.0,240AC4OB1
2024-09-02,0.0,240AC4OB1
2024-09-09,0.0,240AC4OB1
2024-09-16,0.0,240AC4OB1
2024-09-23,0.0,240AC4OB1
2024-09-30,0.0,240AC4OB1
2024-10-07,0.0,240AC4OB1
2024-10-14,0.0,240AC4OB1
2024-10-21,0.0,240AC4OB1
2024-10-28,106.0,240AC4OB1
2024-11-04,225.0,240AC4OB1
2024-11-11,233.0,240AC4OB1
2024-11-18,164.0,240AC4OB1
2024-11-25,109.0,240AC4OB1
2024-12-02,98.0,240AC4OB1
2024-12-09,69.0,240AC4OB1
2024-12-16,0.0,240AC4OB1
2024-12-23,0.0,240AC4OB1
2024-12-30,0.0,240AC4OB1
2024-01-01,58.0,248BH8PO1T04
2024-01-08,58.0,248BH8PO1T04
2024-01-15,59.0,248BH8PO1T04
2024-01-22,59.0,248BH8PO1T04
2024-01-29,59.0,248BH8PO1T04
2024-02-05,59.0,248BH8PO1T04
2024-02-12,59.0,248BH8PO1T04
2024-02-19,59.0,248BH8PO1T04
2024-02-26,60.0,248BH8PO1T04
2024-03-04,60.0,248BH8PO1T04
2024-03-11,60.0,248BH8PO1T04
